#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-07-25T22:14:43 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5b58cf1a11f61	
#INFO	-out.max=unlimited	
#INFO	queryParameters=34	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=J/ApJS/218/23/table4
#-nav=cat:J/ApJS/218/23&tab:{J/ApJS/218/23/table4}&key:source=J/ApJS/218/23/table4&HTTPPRM:&&-ref=VIZ5b58cf1a11f61&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=3FGL&-out=LC&-ignore=LC=*&LC=LC&-out=Na&-out=Sp&-out=RAJ2000&-out=DEJ2000&-out=amaj&-out=amin&-out=phi&-out=Sig&-out=F35&-out=S25&-out=Gamma&-out=Mod&-out=Var&-out=Flag&-out=Assoc&-out=TeV&-out=Class&-out=ID&-out=Simbad&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/ApJS/218/23/table4
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/218/23/table4
#-out=3FGL
#-out=LC
#-out=Na
#-out=Sp
#-out=RAJ2000
#-out=DEJ2000
#-out=amaj
#-out=amin
#-out=phi
#-out=Sig
#-out=F35
#-out=S25
#-out=Gamma
#-out=Mod
#-out=Var
#-out=Flag
#-out=Assoc
#-out=TeV
#-out=Class
#-out=ID
#-out=Simbad
#

#RESOURCE=yCat_22180023
#Name: J/ApJS/218/23
#Title: Fermi LAT third source catalog (3FGL) (Acero+, 2015)
#Table	J_ApJS_218_23_table4:
#Name: J/ApJS/218/23/table4
#Title: LAT 4-year catalog
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	3FGL	(A13)	The 3FGL name (1)	[ucd=meta.id;meta.main]
#Column	LC	(A2)	Display the 3FGL light curves image for this object from the Fermi SSC site (updated weekly)	[ucd=meta.ref.url]
#Column	Na	(I3)	Simbad column added by the CDS [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Sp	(I1)	Number of spectral analyses for this source (table8) [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	RAJ2000	(F7.3)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F7.3)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	amaj	(F6.3)	[0.005/1.1]? 95% confidence error ellipse semimajor axis	[ucd=phys.angSize.smajAxis;pos.errorEllipse]
#Column	amin	(F6.3)	[0.005/0.6]? 95% confidence error ellipse semiminor axis	[ucd=phys.angSize.sminAxis;pos.errorEllipse]
#Column	phi	(I3)	[-90/90]? Position angle {phi} of error ellipse (East of North) [NULL integer written as an empty string]	[ucd=pos.posAng]
#Column	Sig	(F6.1)	[4/1049]? Significance (2)	[ucd=stat.fit.goodness]
#Column	F35	(F6.1)	[0/1298] Photon flux summed over 3 bands 1-100GeV (10^-9^ph/cm^2^/s)	[ucd=phot.count;em.gamma.hard]
#Column	S25	(F6.1)	[1.7/8932] Energy flux for 100MeV-100GeV from power-law fit (10^-12^erg/s/cm^2^)	[ucd=phot.flux.density;em.gamma.hard]
#Column	Gamma	(F5.2)	[1.1/5.8] Photon power-law index {Gamma} for 100MeV-100GeV	[ucd=meta.code;spect.index]
#Column	Mod	(A2)	Spectral model used to fit the energy spectrum (PL, EC or LP) (3)	[ucd=instr.setup;meta.modelled]
#Column	Var	(A1)	[T] Variability flag, T=true (4)	[ucd=meta.code;src.var]
#Column	Flag	(a12)	Analysis flag(s); see Table 3	[ucd=meta.code.error]
#Column	Assoc	(A18)	The {gamma}-ray association (5)	[ucd=meta.id.assoc]
#Column	TeV	(A1)	[EP] Extended or Point-like source (6)	[ucd=meta.code]
#Column	Class	(A5)	Astrophysical class of source (7)	[ucd=src.class]
#Column	ID	(a26)	Designator of identified or associated source (8)	[ucd=meta.id.assoc]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
_RAJ2000	_DEJ2000	3FGL	LC	Na	Sp	RAJ2000	DEJ2000	amaj	amin	phi	Sig	F35	S25	Gamma	Mod	Var	Flag	Assoc	TeV	Class	ID	Simbad
214.37700	-44.04300	J1417.5-4402 	LC	  2	0	214.377	-44.043	 0.062	 0.058	 17	  12.6	   1.0	  12.4	 2.37	PL	 	            	1FGL J1417.7-4407 	 	     	                          	Simbad
214.43000	-50.44000	J1417.7-5026 	LC	  2	0	214.430	-50.440	 0.106	 0.096	  0	   6.2	   0.6	   8.8	 2.49	PL	 	            	2FGL J1417.7-5028 	 	     	                          	Simbad
214.43000	-50.44000	J1417.7-5026 	LC	  2	0	214.430	-50.440	 0.106	 0.096	  0	   6.2	   0.6	   8.8	 2.49	PL	 	            	1FGL J1417.7-5030 	 	     	                          	Simbad
214.46200	+25.67000	J1417.8+2540 	LC	  3	0	214.462	+25.670	 0.063	 0.060	 -6	   6.5	   0.4	   4.0	 2.16	PL	 	            	1FHL J1418.6+2539 	 	bll  	1E 1415.6+2557            	Simbad
214.46200	+25.67000	J1417.8+2540 	LC	  3	0	214.462	+25.670	 0.063	 0.060	 -6	   6.5	   0.4	   4.0	 2.16	PL	 	            	2FGL J1418.1+2539 	 	     	                          	Simbad
214.46200	+25.67000	J1417.8+2540 	LC	  3	0	214.462	+25.670	 0.063	 0.060	 -6	   6.5	   0.4	   4.0	 2.16	PL	 	            	1FGL J1417.8+2541 	 	     	                          	Simbad
214.60900	-02.56400	J1418.4-0233 	LC	  3	0	214.609	-02.564	 0.022	 0.022	-20	  33.0	   2.8	  29.0	 1.71	LP	T	            	1FHL J1418.4-0234 	 	bll  	NVSS J141826-023336       	Simbad
214.60900	-02.56400	J1418.4-0233 	LC	  3	0	214.609	-02.564	 0.022	 0.022	-20	  33.0	   2.8	  29.0	 1.71	LP	T	            	2FGL J1418.4-0234 	 	     	                          	Simbad
214.60900	-02.56400	J1418.4-0233 	LC	  3	0	214.609	-02.564	 0.022	 0.022	-20	  33.0	   2.8	  29.0	 1.71	LP	T	            	1FGL J1418.3-0235 	 	     	                          	Simbad
214.65000	+35.71900	J1418.5+3543 	LC	  1	0	214.650	+35.719	 0.027	 0.025	-23	  36.3	   2.5	  27.9	 2.06	PL	T	            	                  	 	BCU  	NVSS J141828+354250       	Simbad
214.66500	-60.97100	J1418.6-6058 	LC	  5	0	214.665	-60.971	 0.014	 0.013	 39	  40.0	  40.7	 310.4	 2.27	EC	 	5           	1FHL J1418.6-6059 	E	PSR  	LAT PSR J1418-6058        	Simbad
214.66500	-60.97100	J1418.6-6058 	LC	  5	0	214.665	-60.971	 0.014	 0.013	 39	  40.0	  40.7	 310.4	 2.27	EC	 	5           	2FGL J1418.7-6058 	 	     	                          	Simbad
214.66500	-60.97100	J1418.6-6058 	LC	  5	0	214.665	-60.971	 0.014	 0.013	 39	  40.0	  40.7	 310.4	 2.27	EC	 	5           	1FGL J1418.7-6057 	 	     	                          	Simbad
214.66500	-60.97100	J1418.6-6058 	LC	  5	0	214.665	-60.971	 0.014	 0.013	 39	  40.0	  40.7	 310.4	 2.27	EC	 	5           	0FGL J1418.8-6058 	 	     	                          	Simbad
214.66500	-60.97100	J1418.6-6058 	LC	  5	0	214.665	-60.971	 0.014	 0.013	 39	  40.0	  40.7	 310.4	 2.27	EC	 	5           	1AGL J1419-6055   	 	     	                          	Simbad
214.74700	+77.51700	J1418.9+7731 	LC	  3	0	214.747	+77.517	 0.048	 0.041	 -6	  11.2	   0.5	   5.4	 1.91	PL	 	            	1FHL J1419.0+7730 	 	bcu  	1RXS J141901.8+773229     	Simbad
214.74700	+77.51700	J1418.9+7731 	LC	  3	0	214.747	+77.517	 0.048	 0.041	 -6	  11.2	   0.5	   5.4	 1.91	PL	 	            	2FGL J1419.4+7730 	 	     	                          	Simbad
214.74700	+77.51700	J1418.9+7731 	LC	  3	0	214.747	+77.517	 0.048	 0.041	 -6	  11.2	   0.5	   5.4	 1.91	PL	 	            	1FGL J1419.7+7731 	 	     	                          	Simbad
214.77600	-51.94200	J1419.1-5156 	LC	  1	0	214.776	-51.942	 0.211	 0.097	 45	   6.5	   0.6	  11.1	 2.66	PL	 	1,9         	                  	 	bcu  	PMN J1419-5155            	Simbad
214.78400	-55.57700	J1419.1-5534 	LC	  1	0	214.784	-55.577	 0.231	 0.100	 19	   9.2	   0.7	  16.1	 2.82	PL	 	1,4,9       	                  	 	     	                          	Simbad
214.89700	+04.82600	J1419.5+0449 	LC	  1	0	214.897	+04.826	 0.167	 0.101	 13	   4.4	   0.2	   2.8	 1.75	PL	 	            	                  	 	bll  	SDSS J141927.49+044513.7  	Simbad
214.87500	-08.61100	J1419.5-0836 	LC	  1	0	214.875	-08.611	 0.075	 0.065	-47	  14.9	   1.1	  13.1	 2.27	PL	T	            	2FGL J1419.4-0835 	 	bcu  	NVSS J141922-083830       	Simbad
214.95600	+38.32500	J1419.8+3819 	LC	  1	0	214.956	+38.325	 0.087	 0.076	 54	  12.5	   0.6	   7.7	 2.36	PL	 	            	2FGL J1419.4+3820 	 	fsrq 	B3 1417+385               	Simbad
214.98400	+54.41900	J1419.9+5425 	LC	  1	0	214.984	+54.419	 0.050	 0.045	-38	  20.1	   1.0	  11.8	 2.31	PL	T	            	2FGL J1420.2+5422 	 	bll  	OQ 530                    	Simbad
215.00800	-60.81500	J1420.0-6048 	LC	  6	0	215.008	-60.815	 0.024	 0.023	 48	  23.0	  17.5	 161.2	 2.27	EC	 	            	1FHL J1420.1-6047 	E	PSR  	PSR J1420-6048            	Simbad
215.00800	-60.81500	J1420.0-6048 	LC	  6	0	215.008	-60.815	 0.024	 0.023	 48	  23.0	  17.5	 161.2	 2.27	EC	 	            	2FGL J1420.1-6047 	 	     	                          	Simbad
215.00800	-60.81500	J1420.0-6048 	LC	  6	0	215.008	-60.815	 0.024	 0.023	 48	  23.0	  17.5	 161.2	 2.27	EC	 	            	1FGL J1420.1-6048 	 	     	                          	Simbad
215.00800	-60.81500	J1420.0-6048 	LC	  6	0	215.008	-60.815	 0.024	 0.023	 48	  23.0	  17.5	 161.2	 2.27	EC	 	            	3EG J1420-6038    	 	     	                          	Simbad
215.00800	-60.81500	J1420.0-6048 	LC	  6	0	215.008	-60.815	 0.024	 0.023	 48	  23.0	  17.5	 161.2	 2.27	EC	 	            	EGR J1418-6040    	 	     	                          	Simbad
215.00800	-60.81500	J1420.0-6048 	LC	  6	0	215.008	-60.815	 0.024	 0.023	 48	  23.0	  17.5	 161.2	 2.27	EC	 	            	1AGL J1419-6055   	 	     	                          	Simbad
215.24300	-46.25500	J1420.9-4615 	LC	  1	0	215.243	-46.255	 0.165	 0.120	 22	   6.7	   0.4	   7.8	 2.70	PL	 	1           	                  	 	     	                          	Simbad
215.26200	-11.37500	J1421.0-1122 	LC	  1	0	215.262	-11.375	 0.091	 0.082	-69	   6.5	   0.4	   5.0	 2.06	PL	 	            	2FGL J1421.1-1117 	 	bcu  	PMN J1420-1118            	Simbad
215.26000	-24.52800	J1421.0-2431 	LC	  1	0	215.260	-24.528	 0.122	 0.115	 67	   5.4	   0.4	   4.7	 2.20	PL	 	            	                  	 	     	                          	Simbad
215.46600	-79.34800	J1421.8-7920 	LC	  1	0	215.466	-79.348	 0.170	 0.139	 72	   4.4	   0.4	   4.2	 2.14	PL	 	            	                  	 	     	                          	Simbad
215.61400	+32.45200	J1422.4+3227 	LC	  1	0	215.614	+32.452	 0.245	 0.214	 38	   4.6	   0.2	   3.3	 2.56	PL	 	            	                  	 	fsrq 	OQ 334                    	Simbad
215.61500	-61.63300	J1422.4-6137 	LC	  1	0	215.615	-61.633	 0.023	 0.021	-13	  25.4	   8.1	  48.6	 2.04	EC	 	            	2FGL J1422.5-6137c	 	PSR  	LAT PSR J1422-6138        	Simbad
215.72200	+58.02700	J1422.8+5801 	LC	  1	0	215.722	+58.027	 0.079	 0.058	-89	   7.0	   0.3	   3.0	 2.02	PL	 	            	1FGL J1422.2+5757 	 	bll  	1ES 1421+582              	Simbad
215.71900	-78.47900	J1422.8-7828 	LC	  1	0	215.719	-78.479	 0.111	 0.089	-67	   4.4	   0.3	   3.6	 2.05	PL	 	10          	1FGL J1424.5-7847 	 	fsrq 	PKS 1418-782              	Simbad
216.09200	+04.58100	J1424.3+0434 	LC	  1	0	216.092	+04.581	 0.106	 0.095	 -3	   6.2	   0.4	   4.6	 2.36	PL	 	            	                  	 	bll  	TXS 1421+048              	Simbad
216.09400	-17.88600	J1424.3-1753 	LC	  1	0	216.094	-17.886	 0.068	 0.055	 89	   7.3	   0.5	   5.7	 2.17	PL	 	            	2FGL J1424.2-1752 	 	     	                          	Simbad
216.15900	-68.13200	J1424.6-6807 	LC	  1	0	216.159	-68.132	 0.062	 0.057	-26	  17.5	   1.6	  24.8	 2.54	PL	T	            	                  	 	bcu  	PKS 1420-679              	Simbad
216.24400	+36.25400	J1424.9+3615 	LC	  3	0	216.244	+36.254	 0.040	 0.037	-18	  15.4	   0.9	   9.6	 2.10	PL	 	            	1FHL J1425.1+3613 	 	bll  	FBQS J142455.5+361536     	Simbad
216.24400	+36.25400	J1424.9+3615 	LC	  3	0	216.244	+36.254	 0.040	 0.037	-18	  15.4	   0.9	   9.6	 2.10	PL	 	            	2FGL J1425.1+3615 	 	     	                          	Simbad
216.24400	+36.25400	J1424.9+3615 	LC	  3	0	216.244	+36.254	 0.040	 0.037	-18	  15.4	   0.9	   9.6	 2.10	PL	 	            	1FGL J1425.0+3614 	 	     	                          	Simbad
216.56400	+34.04400	J1426.2+3402 	LC	  2	0	216.564	+34.044	 0.075	 0.066	 82	   6.9	   0.3	   3.7	 1.93	PL	 	            	2FGL J1426.1+3406 	 	bll  	RGB J1426+340             	Simbad
216.56400	+34.04400	J1426.2+3402 	LC	  2	0	216.564	+34.044	 0.075	 0.066	 82	   6.9	   0.3	   3.7	 1.93	PL	 	            	1FGL J1426.0+3403 	 	     	                          	Simbad
216.75700	+23.80000	J1427.0+2347 	LC	  4	0	216.757	+23.800	 0.010	 0.010	 48	 107.4	  13.6	 148.6	 1.82	LP	T	            	1FHL J1427.0+2347 	P	BLL  	PKS 1424+240              	Simbad
216.75700	+23.80000	J1427.0+2347 	LC	  4	0	216.757	+23.800	 0.010	 0.010	 48	 107.4	  13.6	 148.6	 1.82	LP	T	            	2FGL J1427.0+2347 	 	     	                          	Simbad
216.75700	+23.80000	J1427.0+2347 	LC	  4	0	216.757	+23.800	 0.010	 0.010	 48	 107.4	  13.6	 148.6	 1.82	LP	T	            	1FGL J1426.9+2347 	 	     	                          	Simbad
216.75700	+23.80000	J1427.0+2347 	LC	  4	0	216.757	+23.800	 0.010	 0.010	 48	 107.4	  13.6	 148.6	 1.82	LP	T	            	0FGL J1427.1+2347 	 	     	                          	Simbad
216.80800	+16.17400	J1427.2+1610 	LC	  1	0	216.808	+16.174	 0.436	 0.332	-16	   5.0	   0.1	   4.8	 3.01	PL	 	            	                  	 	     	                          	Simbad
216.90900	-33.09200	J1427.6-3305 	LC	  1	0	216.909	-33.092	 0.043	 0.041	-46	  19.6	   1.6	  21.4	 2.42	PL	T	            	2FGL J1427.4-3306 	 	bll  	PKS B1424-328             	Simbad
216.96000	-32.25200	J1427.8-3215 	LC	  1	0	216.960	-32.252	 0.099	 0.087	 10	   4.5	   0.3	   3.5	 2.04	PL	 	            	                  	 	bcu  	NVSS J142750-321515       	Simbad
216.99100	-42.11100	J1427.9-4206 	LC	  5	0	216.991	-42.111	 0.013	 0.012	 21	 129.8	  18.2	 179.9	 2.21	LP	T	            	1FHL J1428.0-4206 	 	FSRQ 	PKS B1424-418             	Simbad
216.99100	-42.11100	J1427.9-4206 	LC	  5	0	216.991	-42.111	 0.013	 0.012	 21	 129.8	  18.2	 179.9	 2.21	LP	T	            	2FGL J1428.0-4206 	 	     	                          	Simbad
216.99100	-42.11100	J1427.9-4206 	LC	  5	0	216.991	-42.111	 0.013	 0.012	 21	 129.8	  18.2	 179.9	 2.21	LP	T	            	1FGL J1428.2-4204 	 	     	                          	Simbad
216.99100	-42.11100	J1427.9-4206 	LC	  5	0	216.991	-42.111	 0.013	 0.012	 21	 129.8	  18.2	 179.9	 2.21	LP	T	            	3EG J1429-4217    	 	     	                          	Simbad
217.14900	+42.67100	J1428.5+4240 	LC	  3	0	217.149	+42.671	 0.028	 0.026	-58	  16.7	   0.7	  10.3	 1.57	PL	 	            	1FHL J1428.6+4239 	P	bll  	H 1426+428                	Simbad
217.14900	+42.67100	J1428.5+4240 	LC	  3	0	217.149	+42.671	 0.028	 0.026	-58	  16.7	   0.7	  10.3	 1.57	PL	 	            	2FGL J1428.6+4240 	 	     	                          	Simbad
217.14900	+42.67100	J1428.5+4240 	LC	  3	0	217.149	+42.671	 0.028	 0.026	-58	  16.7	   0.7	  10.3	 1.57	PL	 	            	1FGL J1428.7+4239 	 	     	                          	Simbad
217.46800	-59.17600	J1429.8-5910 	LC	  2	0	217.468	-59.176	 0.025	 0.024	 77	  40.4	  11.7	  87.6	 2.30	EC	 	            	2FGL J1430.0-5909 	 	PSR  	LAT PSR J1429-5911        	Simbad
217.46800	-59.17600	J1429.8-5910 	LC	  2	0	217.468	-59.176	 0.025	 0.024	 77	  40.4	  11.7	  87.6	 2.30	EC	 	            	1FGL J1429.9-5911 	 	     	                          	Simbad
217.71300	-44.56900	J1430.8-4434 	LC	  1	0	217.713	-44.569	 0.069	 0.068	-17	   7.7	   0.6	   7.8	 2.35	PL	 	            	                  	 	     	                          	Simbad
217.79600	-64.42300	J1431.1-6425 	LC	  1	0	217.796	-64.423	 0.391	 0.228	 63	   5.0	   0.6	  10.3	 2.59	PL	 	4           	                  	 	     	                          	Simbad
218.53900	+42.05700	J1434.1+4203 	LC	  2	0	218.539	+42.057	 0.096	 0.076	 86	   8.4	   0.4	   4.8	 2.39	PL	T	            	2FGL J1433.8+4205 	 	fsrq 	B3 1432+422               	Simbad
218.53900	+42.05700	J1434.1+4203 	LC	  2	0	218.539	+42.057	 0.096	 0.076	 86	   8.4	   0.4	   4.8	 2.39	PL	T	            	1FGL J1433.9+4204 	 	     	                          	Simbad
218.65600	+19.86500	J1434.6+1951 	LC	  1	0	218.656	+19.865	 0.152	 0.132	-87	   4.5	   0.4	   4.2	 2.25	PL	 	            	                  	 	fsrq 	OQ 253                    	Simbad
218.65500	+66.68200	J1434.6+6640 	LC	  1	0	218.655	+66.682	 0.047	 0.043	-86	   6.9	   0.1	   2.5	 1.52	PL	 	5           	                  	 	bcu  	1RXS J143442.0+664031     	Simbad
218.82000	+20.38700	J1435.2+2023 	LC	  1	0	218.820	+20.387	 0.125	 0.103	  4	   5.8	   0.4	   6.8	 2.55	PL	 	            	2FGL J1435.1+2022 	 	bll  	TXS 1433+205              	Simbad
219.21500	+23.36700	J1436.8+2322 	LC	  2	0	219.215	+23.367	 0.087	 0.078	  3	   8.1	   0.4	   6.0	 2.41	PL	 	            	2FGL J1436.9+2319 	 	fsrq 	PKS B1434+235             	Simbad
219.21500	+23.36700	J1436.8+2322 	LC	  2	0	219.215	+23.367	 0.087	 0.078	  3	   8.1	   0.4	   6.0	 2.41	PL	 	            	1FGL J1436.9+2314 	 	     	                          	Simbad
219.21300	+56.66100	J1436.8+5639 	LC	  3	0	219.213	+56.661	 0.043	 0.035	 50	  11.7	   0.5	   5.3	 1.98	PL	 	            	1FHL J1436.9+5642 	 	bll  	RBS 1409                  	Simbad
219.21300	+56.66100	J1436.8+5639 	LC	  3	0	219.213	+56.661	 0.043	 0.035	 50	  11.7	   0.5	   5.3	 1.98	PL	 	            	2FGL J1437.1+5640 	 	     	                          	Simbad
219.21300	+56.66100	J1436.8+5639 	LC	  3	0	219.213	+56.661	 0.043	 0.035	 50	  11.7	   0.5	   5.3	 1.98	PL	 	            	1FGL J1437.0+5640 	 	     	                          	Simbad
219.66900	-42.16100	J1438.6-4209 	LC	  1	0	219.669	-42.161	 0.102	 0.088	-37	   5.1	   0.4	   4.9	 2.32	PL	 	            	                  	 	     	                          	Simbad
219.68800	+37.16800	J1438.7+3710 	LC	  2	0	219.688	+37.168	 0.047	 0.046	-38	  28.1	   1.5	  19.3	 2.36	PL	T	            	2FGL J1438.7+3712 	 	fsrq 	B2 1436+37B               	Simbad
219.68800	+37.16800	J1438.7+3710 	LC	  2	0	219.688	+37.168	 0.047	 0.046	-38	  28.1	   1.5	  19.3	 2.36	PL	T	            	1FGL J1438.7+3711 	 	     	                          	Simbad
219.82200	+39.52000	J1439.2+3931 	LC	  3	0	219.822	+39.520	 0.054	 0.047	 68	  10.1	   0.4	   5.6	 1.77	PL	 	            	1FHL J1439.3+3933 	 	bll  	PG 1437+398               	Simbad
219.82200	+39.52000	J1439.2+3931 	LC	  3	0	219.822	+39.520	 0.054	 0.047	 68	  10.1	   0.4	   5.6	 1.77	PL	 	            	2FGL J1439.2+3932 	 	     	                          	Simbad
219.82200	+39.52000	J1439.2+3931 	LC	  3	0	219.822	+39.520	 0.054	 0.047	 68	  10.1	   0.4	   5.6	 1.77	PL	 	            	1FGL J1439.2+3930 	 	     	                          	Simbad
220.00500	-39.92300	J1440.0-3955 	LC	  1	0	220.005	-39.923	 0.064	 0.059	  3	   5.5	   0.3	   3.8	 1.86	PL	 	            	                  	 	bcu  	1RXS J143949.8-395524     	Simbad
220.02700	+49.92500	J1440.1+4955 	LC	  1	0	220.027	+49.925	 0.158	 0.101	-74	  10.5	   0.4	   6.7	 2.60	PL	 	            	2FGL J1440.3+4948 	 	bll  	GB6 J1439+4958            	Simbad
220.06200	-15.63400	J1440.2-1538 	LC	  2	0	220.062	-15.634	 0.111	 0.104	-48	   6.9	   0.6	   7.2	 2.35	PL	 	            	2FGL J1440.3-1540 	 	bll  	PKS 1437-153              	Simbad
220.06200	-15.63400	J1440.2-1538 	LC	  2	0	220.062	-15.634	 0.111	 0.104	-48	   6.9	   0.6	   7.2	 2.35	PL	 	            	1FGL J1441.7-1538 	 	     	                          	Simbad
220.11900	-38.76300	J1440.4-3845 	LC	  1	0	220.119	-38.763	 0.052	 0.045	-83	   8.1	   0.5	   6.1	 1.73	PL	 	            	1FHL J1440.6-3847 	 	bll  	1RXS J144037.4-384658     	Simbad
220.24600	+06.18100	J1440.9+0610 	LC	  3	0	220.246	+06.181	 0.040	 0.036	 88	  14.5	   0.9	  11.0	 2.25	PL	T	            	1FHL J1441.0+0609 	 	bll  	PMN J1440+0610            	Simbad
220.24600	+06.18100	J1440.9+0610 	LC	  3	0	220.246	+06.181	 0.040	 0.036	 88	  14.5	   0.9	  11.0	 2.25	PL	T	            	2FGL J1440.9+0611 	 	     	                          	Simbad
220.24600	+06.18100	J1440.9+0610 	LC	  3	0	220.246	+06.181	 0.040	 0.036	 88	  14.5	   0.9	  11.0	 2.25	PL	T	            	1FGL J1440.9+0613 	 	     	                          	Simbad
220.39700	-59.92800	J1441.5-5955c	LC	  2	0	220.397	-59.928	 0.095	 0.056	-48	   6.7	   2.2	  24.9	 2.18	PL	 	3,6         	2FGL J1441.6-5956 	 	spp  	                          	Simbad
220.39700	-59.92800	J1441.5-5955c	LC	  2	0	220.397	-59.928	 0.095	 0.056	-48	   6.7	   2.2	  24.9	 2.18	PL	 	3,6         	1FGL J1442.0-6000c	 	     	                          	Simbad
220.51000	+43.81500	J1442.0+4348 	LC	  2	0	220.510	+43.815	 0.072	 0.057	-23	   7.8	   0.3	   3.7	 1.78	PL	 	            	2FGL J1442.0+4352 	 	bll  	SDSS J144207.15+434836.6  	Simbad
220.51000	+43.81500	J1442.0+4348 	LC	  2	0	220.510	+43.815	 0.072	 0.057	-23	   7.8	   0.3	   3.7	 1.78	PL	 	            	1FGL J1442.1+4348 	 	     	                          	Simbad
220.66900	+51.93700	J1442.6+5156 	LC	  1	0	220.669	+51.937	 0.125	 0.110	 75	   4.3	   0.2	   2.2	 1.91	PL	 	            	                  	 	rdg  	3C 303                    	Simbad
220.72200	+12.01500	J1442.8+1200 	LC	  3	0	220.722	+12.015	 0.042	 0.040	  2	  11.1	   0.6	   6.9	 1.80	PL	 	            	1FHL J1442.9+1158 	P	bll  	1ES 1440+122              	Simbad
220.72200	+12.01500	J1442.8+1200 	LC	  3	0	220.722	+12.015	 0.042	 0.040	  2	  11.1	   0.6	   6.9	 1.80	PL	 	            	2FGL J1442.7+1159 	 	     	                          	Simbad
220.72200	+12.01500	J1442.8+1200 	LC	  3	0	220.722	+12.015	 0.042	 0.040	  2	  11.1	   0.6	   6.9	 1.80	PL	 	            	1FGL J1442.8+1158 	 	     	                          	Simbad
220.99600	+25.03900	J1443.9+2502 	LC	  2	0	220.996	+25.039	 0.052	 0.048	-38	  15.2	   0.9	  10.6	 2.13	PL	 	            	2FGL J1444.1+2500 	 	fsrq 	PKS 1441+25               	Simbad
220.99600	+25.03900	J1443.9+2502 	LC	  2	0	220.996	+25.039	 0.052	 0.048	-38	  15.2	   0.9	  10.6	 2.13	PL	 	            	1FGL J1443.8+2457 	 	     	                          	Simbad
221.00900	-39.13000	J1444.0-3907 	LC	  3	0	221.009	-39.130	 0.018	 0.017	-71	  34.0	   3.2	  39.6	 1.81	PL	 	            	1FHL J1444.0-3908 	 	bll  	PKS 1440-389              	Simbad
221.00900	-39.13000	J1444.0-3907 	LC	  3	0	221.009	-39.130	 0.018	 0.017	-71	  34.0	   3.2	  39.6	 1.81	PL	 	            	2FGL J1443.9-3908 	 	     	                          	Simbad
221.00900	-39.13000	J1444.0-3907 	LC	  3	0	221.009	-39.130	 0.018	 0.017	-71	  34.0	   3.2	  39.6	 1.81	PL	 	            	1FGL J1444.0-3906 	 	     	                          	Simbad
221.01300	-70.56400	J1444.0-7033 	LC	  1	0	221.013	-70.564	 0.143	 0.127	-71	   4.9	   0.4	   5.6	 2.45	PL	 	            	                  	 	     	                          	Simbad
221.26300	-03.47200	J1445.0-0328 	LC	  1	0	221.263	-03.472	 0.091	 0.068	-47	   8.1	   0.6	   7.2	 1.96	PL	 	            	                  	 	bll  	RBS 1424                  	Simbad
221.44700	-59.42800	J1445.7-5925 	LC	  1	0	221.447	-59.428	 0.155	 0.125	 11	   4.2	   1.4	  18.1	 2.34	PL	 	3,4         	                  	 	     	                          	Simbad
221.52700	-16.47200	J1446.1-1628 	LC	  1	0	221.527	-16.472	 0.115	 0.093	 29	   5.6	   0.5	   5.8	 2.36	PL	 	            	                  	 	bll  	PKS B1443-162             	Simbad
221.66200	-47.03300	J1446.6-4701 	LC	  2	0	221.662	-47.033	 0.076	 0.072	-58	  11.0	   1.0	  12.6	 2.30	PL	 	7,10        	2FGL J1446.8-4701 	 	PSR  	PSR J1446-4701            	Simbad
221.66200	-47.03300	J1446.6-4701 	LC	  2	0	221.662	-47.033	 0.076	 0.072	-58	  11.0	   1.0	  12.6	 2.30	PL	 	7,10        	1FGL J1446.8-4702 	 	     	                          	Simbad
